Stachel	Ort	BildName	Zitat	Eckpunkte_yxmin_yx_max	png_name	angle_deg
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	im Sommer fast jeden Tag nach der Schule für 2 Stunden			
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	Mögen das Wasser			
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	Nutzung seit 2009			
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	spielen Federball, Fußball, Wasserschlachten			
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	Verabredung oft über Telefon.			
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	Wasser ist in 15 Minuten Intervallen an, dann 10 min Pause.			
7	Plansche Singerstrasse	WurstWurstKetchup_DSC05219.jpg	Wohnen alle in der Nähe, gehen zur “Gutmunds Grundschule”			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	2-3 x wöchentlich			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	ca 5 x dort gewesen ca 90 Minuten			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	Ein Aufenthalt war ca. 3 Stunden, am Wochenende der ganze Nachmittag			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	Nutzung 1988 -2006			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	Nutzung seit 1960-1980			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	Nutzung seit ca 2018			
	Plansche Weydemeyerstr	Zeit_DSC05205.jpg	wenns Schnee gäbe auch im Winter			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	“Ich sitze ein bisschen ca. 5-10 Minuten			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	ca 2-3 h bis die Sonne untergeht			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	im Sommer fast jeden Tag nach der Schule für 2 Stunden			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	Morgens gegen 10:00 Abends gegen 21:00			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	Nutzung 1964 - 1972, jeden Tag bei schönem Wetter			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	Nutzung seit 2009			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	Nutzung seit 2016			
7	Plansche Singerstrasse	Zeit_DSC05228.jpg	seit ca 3 Jahren (2016) , fast jeden Tag			
